UDI,Date,ID,Internal_Pressure[MPa],Battery_Charging_Current[A],coolant_temp[C],carbon monoxide_content[grams/sec],Oil_Viscosity[cSt],Age[days],Machine_failure
29,6/3/1994,L47208,44.2,2.41442953,82,0.0079118,9.984547331,865.2,0
30,6/4/1994,L47209,30.1,2.840604027,82,0.0053879,6.799431554,851.1,0
31,6/5/1994,M14890,48.2,2.246644295,82.1,0.0086278,10.88812628,869.2,0
32,6/6/1994,L47211,25.5,3.016778523,82,0.0045645,5.760315768,846.5,0
33,6/7/1994,L47212,48.3,2.380872483,82,0.0086457,10.91071575,869.3,0
34,6/8/1994,L47213,32.5,2.793624161,81.9,0.0058175,7.34157892,853.5,0
35,6/9/1994,M14894,34.7,2.615771812,81.7,0.0062113,7.838547339,855.7,0
36,6/10/1994,M14895,48.6,2.436241611,81.8,0.0086994,10.97848417,869.6,0
37,6/11/1994,M14896,36.7,2.652684564,81.8,0.0065693,8.290336811,857.7,0
38,6/12/1994,L47217,39.2,2.41442953,81.7,0.0070168,8.855073651,860.2,0
39,6/13/1994,H29452,50.7,2.313758389,81.8,0.0090753,11.45286312,871.7,0
40,6/14/1994,L47219,52.5,2.265100671,81.7,0.0093975,11.85947364,873.5,0
41,6/15/1994,L47220,45.4,2.285234899,81.7,0.0081266,10.25562101,866.4,0
42,6/16/1994,L47221,50.8,2.295302013,81.7,0.0090932,11.47545259,871.8,0
43,6/17/1994,M14902,49.1,2.295302013,81.7,0.0087889,11.09143154,870.1,0
44,6/18/1994,H29457,48.5,2.302013423,81.8,0.0086815,10.9558947,869.5,0
45,6/19/1994,M14904,47.5,2.469798658,81.7,0.0085025,10.72999996,868.5,0
46,6/20/1994,L47225,49.1,2.498322148,81.7,0.0087889,11.09143154,870.1,0
47,6/21/1994,M14906,25.8,3.092281879,81.6,0.0046182,5.828084189,846.8,0
48,6/22/1994,L47227,46.3,2.379194631,81.7,0.0082877,10.45892628,867.3,0
49,6/23/1994,H29462,53.9,2.390939597,81.8,0.0096481,12.17572627,874.9,0
50,6/24/1994,M14909,44.1,2.369127517,81.8,0.0078939,9.961957858,865.1,0
51,6/25/1994,L47230,4.6,4.80033557,81.7,0.0008234,1.039115786,825.6,1
52,6/26/1994,L47231,54.9,2.320469799,81.7,0.0098271,12.40162101,875.9,0
53,6/27/1994,H29466,43.8,2.511744966,81.6,0.0078402,9.894189437,864.8,0
54,6/28/1994,L47233,35.1,2.625838926,81.6,0.0062829,7.928905234,856.1,0
55,6/29/1994,L47234,30.1,2.837248322,81.6,0.0053879,6.799431554,851.1,0
56,6/30/1994,L47235,40.7,2.536912752,81.7,0.0072853,9.193915755,861.7,0
57,7/1/1994,L47236,42.4,2.478187919,81.7,0.0075896,9.577936806,863.4,0
58,7/2/1994,L47237,40.3,2.538590604,81.7,0.0072137,9.103557861,861.3,0
59,7/3/1994,M14918,29.5,2.786912752,81.6,0.0052805,6.663894712,850.5,0
60,7/4/1994,L47239,54.4,2.312080537,81.7,0.0097376,12.28867364,875.4,0
61,7/5/1994,L47240,52.6,2.337248322,81.7,0.0094154,11.88206311,873.6,0
62,7/6/1994,M14921,38.2,2.67114094,81.6,0.0068378,8.629178915,859.2,0
63,7/7/1994,L47242,22.9,3.068791946,81.6,0.0040991,5.172989454,843.9,0
64,7/8/1994,M14923,25.9,3.040268456,81.6,0.0046361,5.850673662,846.9,0
65,7/9/1994,L47244,38.6,2.555369128,81.7,0.0069094,8.71953681,859.6,0
66,7/10/1994,L47245,45.1,2.338926174,81.7,0.0080729,10.18785259,866.1,0
67,7/11/1994,M14926,28.7,2.817114094,81.5,0.0051373,6.483178923,849.7,0
68,7/12/1994,H29481,44.1,2.459731544,81.5,0.0078939,9.961957858,865.1,0
69,7/13/1994,L47248,32.4,2.562080537,81.5,0.0057996,7.318989446,853.4,0
70,7/14/1994,L47249,65.7,2.365771812,81.6,0.0117603,14.84128416,886.7,1
71,7/15/1994,M14930,22.6,3.228187919,81.6,0.0040454,5.105221034,843.6,0
72,7/16/1994,L47251,45.5,2.436241611,81.7,0.0081445,10.27821049,866.5,0
73,7/17/1994,L47252,44.4,2.296979866,81.7,0.0079476,10.02972628,865.4,0
74,7/18/1994,L47253,35,2.67114094,81.7,0.006265,7.90631576,856,0
75,7/19/1994,L47254,32.3,2.686241611,81.6,0.0057817,7.296399973,853.3,0
76,7/20/1994,L47255,46.7,2.313758389,81.5,0.0083593,10.54928417,867.7,0
77,7/21/1994,L47256,47.9,2.451342282,81.5,0.0085741,10.82035785,868.9,0
78,7/22/1994,L47257,41.3,2.441275168,81.5,0.0073927,9.329452597,862.3,1
79,7/23/1994,L47258,51.5,2.345637584,81.5,0.0092185,11.6335789,872.5,0
80,7/24/1994,L47259,37.9,2.352348993,81.5,0.0067841,8.561410494,858.9,0
81,7/25/1994,H29494,49.9,2.424496644,81.4,0.0089321,11.27214733,870.9,0
82,7/26/1994,L47261,47.5,2.432885906,81.5,0.0085025,10.72999996,868.5,0
83,7/27/1994,L47262,40.8,2.437919463,81.5,0.0073032,9.216505229,861.8,0
84,7/28/1994,L47263,40.1,2.464765101,81.6,0.0071779,9.058378914,861.1,0
85,7/29/1994,L47264,47.6,2.38590604,81.5,0.0085204,10.75258943,868.6,0
86,7/30/1994,M14945,26.8,3.026845638,81.6,0.0047972,6.053978925,847.8,0
87,7/31/1994,H29500,43.9,2.409395973,81.6,0.0078581,9.91677891,864.9,0
88,8/1/1994,L47267,31.8,2.590604027,81.6,0.0056922,7.183452605,852.8,0
89,8/2/1994,M14948,45.2,2.380872483,81.6,0.0080908,10.21044207,866.2,0
90,8/3/1994,M14949,39.5,2.494966443,81.5,0.0070705,8.922842072,860.5,0
91,8/4/1994,L47270,25.8,2.941275168,81.5,0.0046182,5.828084189,846.8,0
92,8/5/1994,L47271,24.9,3.070469799,81.5,0.0044571,5.624778926,845.9,0
93,8/6/1994,M14952,27.1,2.897651007,81.5,0.0048509,6.121747346,848.1,0
94,8/7/1994,L47273,43,2.432885906,81.6,0.007697,9.713473648,864,0
95,8/8/1994,L47274,31.9,2.72147651,81.5,0.0057101,7.206042078,852.9,0
96,8/9/1994,M14955,52.2,2.266778523,81.6,0.0093438,11.79170522,873.2,0
97,8/10/1994,M14956,35.3,2.64261745,81.6,0.0063187,7.974084181,856.3,0
98,8/11/1994,M14957,29.9,2.936241611,81.5,0.0053521,6.754252606,850.9,0
99,8/12/1994,L47278,32.7,2.565436242,81.4,0.0058533,7.386757867,853.7,0
100,8/13/1994,L47279,44.4,2.555369128,81.4,0.0079476,10.02972628,865.4,0
101,8/14/1994,L47280,25,3.10738255,81.5,0.004475,5.6473684,846,0
102,8/15/1994,L47281,20.7,3.340604027,81.4,0.0037053,4.676021035,841.7,0
103,8/16/1994,L47282,40.6,2.609060403,81.4,0.0072674,9.171326282,861.6,0
104,8/17/1994,M14963,40.5,2.417785235,81.4,0.0072495,9.148736808,861.5,0
105,8/18/1994,L47284,43.4,2.432885906,81.3,0.0077686,9.803831542,864.4,0
106,8/19/1994,L47285,31.1,2.669463087,81.3,0.0055669,7.02532629,852.1,0
107,8/20/1994,L47286,48.5,2.424496644,81.3,0.0086815,10.9558947,869.5,0
108,8/21/1994,M14967,46.8,2.511744966,81.4,0.0083772,10.57187364,867.8,0
109,8/22/1994,H29522,32.7,2.719798658,81.4,0.0058533,7.386757867,853.7,0
110,8/23/1994,L47289,34.1,2.637583893,81.3,0.0061039,7.703010498,855.1,0
111,8/24/1994,L47290,22.5,3.140939597,81.2,0.0040275,5.08263156,843.5,0
112,8/25/1994,H29525,43.5,2.515100671,81.2,0.0077865,9.826421016,864.5,0
113,8/26/1994,M14972,39.5,2.513422819,81.3,0.0070705,8.922842072,860.5,0
114,8/27/1994,M14973,41.9,2.493288591,81.2,0.0075001,9.464989438,862.9,0
115,8/28/1994,L47294,29.4,2.818791946,81.2,0.0052626,6.641305238,850.4,0
116,8/29/1994,L47295,45.7,2.401006711,81.2,0.0081803,10.32338944,866.7,0
117,8/30/1994,L47296,34.1,2.624161074,81.3,0.0061039,7.703010498,855.1,0
118,8/31/1994,L47297,33,2.682885906,81.2,0.005907,7.454526288,854,0
119,9/1/1994,M14978,28.1,2.86409396,81.2,0.0050299,6.347642082,849.1,0
120,9/2/1994,L47299,40.7,2.461409396,81.1,0.0072853,9.193915755,861.7,0
121,9/3/1994,L47300,44.7,2.404362416,81.3,0.0080013,10.0974947,865.7,0
122,9/4/1994,L47301,41.2,2.61409396,81.3,0.0073748,9.306863123,862.2,0
123,9/5/1994,L47302,50.7,2.197986577,81.4,0.0090753,11.45286312,871.7,0
124,9/6/1994,L47303,43.4,2.593959732,81.3,0.0077686,9.803831542,864.4,0
125,9/7/1994,L47304,29.4,2.897651007,81.3,0.0052626,6.641305238,850.4,0
126,9/8/1994,L47305,32.2,2.617449664,81.2,0.0057638,7.273810499,853.2,0
127,9/9/1994,L47306,60.5,2.229865772,81.2,0.0108295,13.66663153,881.5,0
128,9/10/1994,L47307,46.5,2.370805369,81.2,0.0083235,10.50410522,867.5,0
129,9/11/1994,L47308,38.6,2.662751678,81.2,0.0069094,8.71953681,859.6,0
130,9/12/1994,L47309,34.3,2.615771812,81.1,0.0061397,7.748189445,855.3,0
131,9/13/1994,L47310,41.1,2.47147651,81,0.0073569,9.28427365,862.1,0
132,9/14/1994,L47311,27.7,2.91442953,81,0.0049583,6.257284187,848.7,0
133,9/15/1994,M14992,43.2,2.417785235,81,0.0077328,9.758652595,864.2,0
134,9/16/1994,M14993,49.6,2.399328859,81,0.0088784,11.20437891,870.6,0
135,9/17/1994,L47314,53,2.296979866,81,0.009487,11.97242101,874,0
136,9/18/1994,M14995,28.5,2.870805369,81.1,0.0051015,6.437999976,849.5,0
137,9/19/1994,H29550,45.7,2.382550336,81.1,0.0081803,10.32338944,866.7,0
138,9/20/1994,L47317,55.3,2.176174497,81.2,0.0098987,12.4919789,876.3,0
139,9/21/1994,H29552,49.4,2.431208054,81.2,0.0088426,11.15919996,870.4,0
140,9/22/1994,L47319,55.8,2.127516779,81.2,0.0099882,12.60492627,876.8,0
141,9/23/1994,L47320,36.1,2.535234899,81.2,0.0064619,8.15479997,857.1,0
142,9/24/1994,L47321,35.2,2.590604027,81.1,0.0063008,7.951494707,856.2,0
143,9/25/1994,M15002,28.2,2.983221477,81,0.0050478,6.370231555,849.2,0
144,9/26/1994,H29557,50.5,2.360738255,81,0.0090395,11.40768417,871.5,0
145,9/27/1994,M15004,42.4,2.333892617,81,0.0075896,9.577936806,863.4,0
146,9/28/1994,L47325,33.6,2.538590604,81,0.0060144,7.59006313,854.6,0
147,9/29/1994,H29560,36.1,2.704697987,81,0.0064619,8.15479997,857.1,0
148,9/30/1994,L47327,40.1,2.541946309,81,0.0071779,9.058378914,861.1,0
149,10/1/1994,M15008,48,2.313758389,80.9,0.008592,10.84294733,869,0
150,10/2/1994,L47329,39.9,2.47147651,80.9,0.0071421,9.013199966,860.9,0
151,10/3/1994,L47330,42.7,2.38590604,80.9,0.0076433,9.645705227,863.7,0
152,10/4/1994,M15011,37.6,2.454697987,80.8,0.0067304,8.493642074,858.6,0
153,10/5/1994,M15012,41,2.657718121,80.8,0.007339,9.261684176,862,0
154,10/6/1994,L47333,27,3.104026846,80.8,0.004833,6.099157872,848,0
155,10/7/1994,L47334,36.2,2.563758389,80.8,0.0064798,8.177389443,857.2,0
156,10/8/1994,H29569,19.8,3.333892617,80.8,0.0035442,4.472715773,840.8,0
157,10/9/1994,M15016,46,2.508389262,80.7,0.008234,10.39115786,867,0
158,10/10/1994,H29571,43.5,2.479865772,80.8,0.0077865,9.826421016,864.5,0
159,10/11/1994,M15018,40,2.515100671,80.8,0.00716,9.03578944,861,0
160,10/12/1994,L47339,47,2.468120805,80.8,0.008413,10.61705259,868,0
161,10/13/1994,L47340,60.7,2.151006711,80.8,0.0108653,13.71181048,881.7,1
162,10/14/1994,L47341,52.3,2.369127517,80.7,0.0093617,11.81429469,873.3,1
163,10/15/1994,L47342,35.5,2.661073826,80.7,0.0063545,8.019263128,856.5,0
164,10/16/1994,M15023,43.8,2.463087248,80.8,0.0078402,9.894189437,864.8,0
165,10/17/1994,M15024,43.6,2.416107383,80.9,0.0078044,9.84901049,864.6,0
166,10/18/1994,L47345,26,2.907718121,81,0.004654,5.873263136,847,0
167,10/19/1994,H29580,32.6,2.704697987,80.8,0.0058354,7.364168394,853.6,0
168,10/20/1994,H29581,42.9,2.446308725,80.9,0.0076791,9.690884174,863.9,0
169,10/21/1994,L47348,62.3,2.404362416,80.9,0.0111517,14.07324205,883.3,1
170,10/22/1994,L47349,59.1,2.211409396,80.9,0.0105789,13.3503789,880.1,0
171,10/23/1994,M15030,35,2.701342282,80.8,0.006265,7.90631576,856,0
172,10/24/1994,L47351,50.8,2.453020134,80.7,0.0090932,11.47545259,871.8,0
173,10/25/1994,M15032,20.8,3.228187919,80.6,0.0037232,4.698610509,841.8,0
174,10/26/1994,M15033,33.7,2.669463087,80.6,0.0060323,7.612652603,854.7,0
175,10/27/1994,L47354,58.3,2.191275168,80.7,0.0104357,13.16966311,879.3,0
176,10/28/1994,L47355,43.5,2.318791946,80.7,0.0077865,9.826421016,864.5,0
177,10/29/1994,L47356,34.7,2.714765101,80.7,0.0062113,7.838547339,855.7,0
178,10/30/1994,L47357,21.4,3.33557047,80.8,0.0038306,4.83414735,842.4,0
179,10/31/1994,L47358,50.2,2.409395973,80.8,0.0089858,11.33991575,871.2,0
180,11/1/1994,L47359,49.8,2.187919463,80.9,0.0089142,11.24955785,870.8,0
181,11/2/1994,L47360,49.9,2.474832215,80.9,0.0089321,11.27214733,870.9,0
182,11/3/1994,H29595,24.2,3.060402685,80.9,0.0043318,5.466652611,845.2,0
183,11/4/1994,M15042,48.1,2.251677852,80.8,0.0086099,10.8655368,869.1,0
184,11/5/1994,L47363,40.7,2.491610738,80.8,0.0072853,9.193915755,861.7,0
185,11/6/1994,L47364,30.6,2.796979866,80.8,0.0054774,6.912378922,851.6,0
186,11/7/1994,L47365,38.2,2.426174497,80.8,0.0068378,8.629178915,859.2,0
187,11/8/1994,L47366,56,2.182885906,80.9,0.010024,12.65010522,877,0
188,11/9/1994,L47367,43.1,2.313758389,81,0.0077149,9.736063122,864.1,0
189,11/10/1994,L47368,33.6,2.694630872,81.1,0.0060144,7.59006313,854.6,0
190,11/11/1994,M15049,43.4,2.582214765,81,0.0077686,9.803831542,864.4,0
191,11/12/1994,L47370,49.9,2.478187919,81,0.0089321,11.27214733,870.9,0
192,11/13/1994,L47371,34.6,2.795302013,81,0.0061934,7.815957866,855.6,0
193,11/14/1994,H29606,51.8,2.345637584,81,0.0092722,11.70134732,872.8,0
194,11/15/1994,H29607,34.6,2.815436242,81,0.0061934,7.815957866,855.6,0
195,11/16/1994,M15054,10.7,4.493288591,81.1,0.0019153,2.417073675,831.7,1
196,11/17/1994,L47375,42.9,2.437919463,81.1,0.0076791,9.690884174,863.9,0
197,11/18/1994,H29610,49.5,2.402684564,81.2,0.0088605,11.18178943,870.5,0
198,11/19/1994,M15057,40.9,2.562080537,81.2,0.0073211,9.239094702,861.9,0
199,11/20/1994,L47378,35,2.66442953,81.3,0.006265,7.90631576,856,0
200,11/21/1994,L47379,47.1,2.404362416,81.2,0.0084309,10.63964207,868.1,0
201,11/22/1994,L47380,35,2.69966443,81.2,0.006265,7.90631576,856,0
202,11/23/1994,L47381,41.2,2.64261745,81.1,0.0073748,9.306863123,862.2,0
203,11/24/1994,M15062,35.7,2.744966443,81.1,0.0063903,8.064442075,856.7,0
204,11/25/1994,L47383,37.9,2.5,81.1,0.0067841,8.561410494,858.9,0
205,11/26/1994,L47384,32.8,2.92114094,81.1,0.0058712,7.409347341,853.8,0
206,11/27/1994,M15065,53,2.255033557,81.2,0.009487,11.97242101,874,0
207,11/28/1994,L47386,35.3,2.69966443,81.3,0.0063187,7.974084181,856.3,0
208,11/29/1994,M15067,60.7,2.384228188,81.3,0.0108653,13.71181048,881.7,1
209,11/30/1994,L47388,36.7,2.669463087,81.2,0.0065693,8.290336811,857.7,0
210,12/1/1994,L47389,44,2.478187919,81.2,0.007876,9.939368384,865,0
211,12/2/1994,L47390,36.1,2.555369128,81.3,0.0064619,8.15479997,857.1,0
212,12/3/1994,L47391,33.9,2.64261745,81.3,0.0060681,7.65783155,854.9,0
213,12/4/1994,H29626,52.9,2.255033557,81.3,0.0094691,11.94983153,873.9,0
214,12/5/1994,L47393,44.9,2.325503356,81.3,0.0080371,10.14267365,865.9,0
215,12/6/1994,M15074,37.1,2.666107383,81.2,0.0066409,8.380694706,858.1,0
216,12/7/1994,L47395,40.3,2.597315436,81.2,0.0072137,9.103557861,861.3,0
217,12/8/1994,L47396,38.3,2.515100671,81.2,0.0068557,8.651768389,859.3,0
218,12/9/1994,L47397,31.6,2.791946309,81.1,0.0056564,7.138273658,852.6,0
219,12/10/1994,L47398,38.1,2.427852349,81.2,0.0068199,8.606589442,859.1,0
220,12/11/1994,M15079,46.2,2.406040268,81.1,0.0082698,10.4363368,867.2,0
221,12/12/1994,L47400,52.7,2.375838926,81.1,0.0094333,11.90465259,873.7,0
222,12/13/1994,H29635,24.3,3.065436242,81.1,0.0043497,5.489242085,845.3,0
223,12/14/1994,L47402,45,2.187919463,81.2,0.008055,10.16526312,866,0
224,12/15/1994,L47403,34.4,2.632550336,81.2,0.0061576,7.770778918,855.4,0
225,12/16/1994,L47404,29.3,2.657718121,81.2,0.0052447,6.618715765,850.3,0
226,12/17/1994,L47405,53.8,2.285234899,81.1,0.0096302,12.1531368,874.8,0
227,12/18/1994,L47406,49.2,2.229865772,81,0.0088068,11.11402101,870.2,0
228,12/19/1994,L47407,36.1,2.582214765,81.1,0.0064619,8.15479997,857.1,0
229,12/20/1994,M15088,37.1,2.733221477,81.1,0.0066409,8.380694706,858.1,0
230,12/21/1994,L47409,32.2,2.580536913,81.1,0.0057638,7.273810499,853.2,0
231,12/22/1994,L47410,34.8,2.634228188,81.2,0.0062292,7.861136813,855.8,0
232,12/23/1994,L47411,43.1,2.362416107,81,0.0077149,9.736063122,864.1,0
233,12/24/1994,L47412,47.6,2.389261745,81,0.0085204,10.75258943,868.6,0
234,12/25/1994,L47413,34.9,2.536912752,81,0.0062471,7.883726286,855.9,0
235,12/26/1994,L47414,42.9,2.479865772,81,0.0076791,9.690884174,863.9,0
236,12/27/1994,M15095,33.7,2.818791946,80.9,0.0060323,7.612652603,854.7,0
237,12/28/1994,L47416,38.7,2.508389262,80.9,0.0069273,8.742126283,859.7,0
238,12/29/1994,M15097,36.6,2.604026846,80.7,0.0065514,8.267747338,857.6,0
239,12/30/1994,L47418,50.3,2.337248322,80.7,0.0090037,11.36250522,871.3,0
240,12/31/1994,L47419,30.6,2.703020134,80.8,0.0054774,6.912378922,851.6,0
241,1/1/1995,M15100,51.6,2.246644295,80.7,0.0092364,11.65616838,872.6,0
242,1/2/1995,L47421,24.3,2.981543624,80.7,0.0043497,5.489242085,845.3,0
243,1/3/1995,L47422,58.8,2.261744966,80.8,0.0105252,13.28261048,879.8,1
244,1/4/1995,L47423,44.1,2.419463087,80.8,0.0078939,9.961957858,865.1,0
245,1/5/1995,M15104,49.1,2.340604027,80.8,0.0087889,11.09143154,870.1,0
246,1/6/1995,M15105,31.4,2.729865772,80.7,0.0056206,7.09309471,852.4,0
247,1/7/1995,L47426,33.5,2.659395973,80.7,0.0059965,7.567473656,854.5,0
248,1/8/1995,L47427,45.5,2.464765101,80.8,0.0081445,10.27821049,866.5,0
249,1/9/1995,L47428,56.8,2.285234899,80.9,0.0101672,12.830821,877.8,1
250,1/10/1995,L47429,56.2,2.35738255,80.9,0.0100598,12.69528416,877.2,1
251,1/11/1995,L47430,32.7,2.788590604,80.9,0.0058533,7.386757867,853.7,0
252,1/12/1995,M15111,42.6,2.459731544,80.8,0.0076254,9.623115754,863.6,0
253,1/13/1995,L47432,35.8,2.718120805,80.8,0.0064082,8.087031549,856.8,0
254,1/14/1995,L47433,48.2,2.276845638,80.8,0.0086278,10.88812628,869.2,0
255,1/15/1995,L47434,37.9,2.540268456,80.8,0.0067841,8.561410494,858.9,0
256,1/16/1995,L47435,40.4,2.498322148,80.8,0.0072316,9.126147334,861.4,0
257,1/17/1995,L47436,63,2.233221477,80.9,0.011277,14.23136837,884,0
258,1/18/1995,L47437,29.5,2.709731544,80.6,0.0052805,6.663894712,850.5,0
259,1/19/1995,L47438,37.9,2.486577181,80.8,0.0067841,8.561410494,858.9,0
260,1/20/1995,M15119,63.9,2.382550336,80.8,0.0114381,14.43467363,884.9,1
261,1/21/1995,M15120,49.1,2.553691275,80.9,0.0087889,11.09143154,870.1,0
262,1/22/1995,L47441,32.1,2.775167785,80.8,0.0057459,7.251221026,853.1,0
263,1/23/1995,M15122,26.8,2.912751678,80.8,0.0047972,6.053978925,847.8,0
264,1/24/1995,M15123,32.3,2.662751678,80.7,0.0057817,7.296399973,853.3,0
265,1/25/1995,L47444,47.5,2.332214765,80.8,0.0085025,10.72999996,868.5,0
266,1/26/1995,L47445,37.1,2.439597315,80.7,0.0066409,8.380694706,858.1,0
267,1/27/1995,H29680,43.7,2.416107383,80.7,0.0078223,9.871599963,864.7,0
268,1/28/1995,L47447,21.1,3.27852349,80.6,0.0037769,4.76637893,842.1,0
269,1/29/1995,H29682,24.8,3.020134228,80.6,0.0044392,5.602189453,845.8,0
270,1/30/1995,L47449,37,2.55704698,80.6,0.006623,8.358105232,858,0
271,1/31/1995,H29684,39.6,2.55033557,80.6,0.0070884,8.945431546,860.6,0
272,2/1/1995,M15131,40.8,2.436241611,80.7,0.0073032,9.216505229,861.8,0
273,2/2/1995,L47452,40.4,2.489932886,80.7,0.0072316,9.126147334,861.4,0
274,2/3/1995,L47453,46,2.39261745,80.6,0.008234,10.39115786,867,0
275,2/4/1995,L47454,28.5,2.771812081,80.6,0.0051015,6.437999976,849.5,0
276,2/5/1995,L47455,54.7,2.350671141,80.6,0.0097913,12.35644206,875.7,0
277,2/6/1995,M15136,26.6,2.936241611,80.5,0.0047614,6.008799978,847.6,0
278,2/7/1995,H29691,50.7,2.481543624,80.6,0.0090753,11.45286312,871.7,0
279,2/8/1995,M15138,29.4,2.718120805,80.6,0.0052626,6.641305238,850.4,0
280,2/9/1995,L47459,23.4,3.052013423,80.7,0.0041886,5.285936822,844.4,0
281,2/10/1995,M15140,43.7,2.44295302,80.7,0.0078223,9.871599963,864.7,0
282,2/11/1995,L47461,36.5,2.728187919,80.6,0.0065335,8.245157864,857.5,0
283,2/12/1995,M15142,49.8,2.332214765,80.7,0.0089142,11.24955785,870.8,0
284,2/13/1995,L47463,43,2.464765101,80.8,0.007697,9.713473648,864,0
285,2/14/1995,L47464,19.2,3.441275168,80.9,0.0034368,4.337178931,840.2,0
286,2/15/1995,L47465,36,2.630872483,80.9,0.006444,8.132210496,857,0
287,2/16/1995,L47466,33.2,2.666107383,80.9,0.0059428,7.499705235,854.2,0
288,2/17/1995,L47467,31.6,3.02852349,80.9,0.0056564,7.138273658,852.6,0
289,2/18/1995,H29702,42.2,2.323825503,81,0.0075538,9.532757859,863.2,0
290,2/19/1995,L47469,46.7,2.409395973,81,0.0083593,10.54928417,867.7,0
291,2/20/1995,L47470,45.6,2.412751678,81,0.0081624,10.30079996,866.6,0
292,2/21/1995,L47471,42.6,2.47147651,80.9,0.0076254,9.623115754,863.6,0
293,2/22/1995,L47472,40.2,2.239932886,81,0.0071958,9.080968387,861.2,0
294,2/23/1995,H29707,44.8,2.33557047,81.1,0.0080192,10.12008417,865.8,0
295,2/24/1995,M15154,51.1,2.302013423,81.1,0.0091469,11.54322101,872.1,0
296,2/25/1995,M15155,30.7,2.879194631,81.2,0.0054953,6.934968395,851.7,0
297,2/26/1995,L47476,46.2,2.340604027,81.1,0.0082698,10.4363368,867.2,0
298,2/27/1995,L47477,25.3,2.874161074,81.1,0.0045287,5.715136821,846.3,0
299,2/28/1995,H29712,18.7,3.572147651,81.1,0.0033473,4.224231563,839.7,0
300,3/1/1995,M15159,35.6,2.629194631,80.9,0.0063724,8.041852602,856.6,0
301,3/2/1995,L47480,38.3,2.72147651,81,0.0068557,8.651768389,859.3,0
302,3/3/1995,L47481,27.1,2.919463087,81,0.0048509,6.121747346,848.1,0
303,3/4/1995,H29716,35.1,2.536912752,81,0.0062829,7.928905234,856.1,0
304,3/5/1995,M15163,43.5,2.481543624,81,0.0077865,9.826421016,864.5,0
305,3/6/1995,L47484,27.5,2.91442953,81,0.0049225,6.21210524,848.5,0
306,3/7/1995,L47485,19.2,3.572147651,81,0.0034368,4.337178931,840.2,0
307,3/8/1995,L47486,47.1,2.305369128,81,0.0084309,10.63964207,868.1,0
308,3/9/1995,M15167,36.6,2.649328859,81,0.0065514,8.267747338,857.6,0
309,3/10/1995,L47488,47.2,2.189597315,81.1,0.0084488,10.66223154,868.2,0
310,3/11/1995,M15169,40.8,2.431208054,81.1,0.0073032,9.216505229,861.8,0
311,3/12/1995,H29724,41.8,2.560402685,81.2,0.0074822,9.442399965,862.8,0
312,3/13/1995,M15171,44.1,2.437919463,81.2,0.0078939,9.961957858,865.1,0
